"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Old.Ref.ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","Censusboundaries","Airports","Aonb","Aroads","Broads","Hcoast","Localunitaryauthority","Minroads","Motorways","Nationalparks","Nnr","Powerlines","Primaryroads","Railway","Ramsar","Sacs","Spa","Sssi","Ukelevation","Urbanregions","Windspeed45","Code","Type","Council_size","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_share","Age_Total","Age_Mean","Age_Median","Qual_Total","Qual_Level4","Qual_PercentL4","SocialGradeTotal","SocialGradePercentAB","Tenure_Total","Tenure_Owned","PercentOwner","Planning_Status_Code"
"L_0285",221045,655240,"Hunterstone",0,0,30,"Refused/Abandoned","N00101W","24/11/2015","Strathclyde","Scotland","Scotland","30/01/2003",NA,NA,"Large",2003,"S01004507",28.22,21.18,2.36,2.74,158.23,"S12000021",1.39,26.38,25.28,38.09,0.84,0.09,0.13,22.66,14.01,7.24,0.93,20,0,5.2,8022,12,30,4,21,0,2,3,"Lab",16,13.3333333333333,70,0,6.66666666666667,10,706,45.2,48,591,194,33,419,20.8,341,247,72,0
"L_0286",344946,842224,"Cairnborrow",10,2.5,25,"Refused/Abandoned","B0029","14/09/2012","Grampian","Scotland","Scotland","02/06/2011",NA,NA,"Large",2011,"S01000464",36.57,43.83,1.69,3.94,192.16,"S12000034",2.05,124.16,22.25,40.38,1.89,3.68,6.35,20.64,5.96,5.43,3.02,303,1.8,8.8,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,848,40.9,45,672,188,28,546,17.6,338,246,73,0
"L_0287",275500,46500,"Beech Tree Farm",3,0,4,"Refused/Abandoned","EN00316","07/12/2010","Devon","South West","England","30/11/2007",NA,NA,"Large",2007,"E01020179",28.62,1.4,1.27,4.2,4.36,"E07000044",0.24,44.88,13.25,6.18,2.23,12.86,13.05,38.6,9.44,32.06,2.47,94,0.06,7,1106,1,40,28,0,9,3,NA,"Con",21,70,0,22.5,7.5,NA,1886,51.6,57,1656,620,37,446,29.6,877,670,76,0
"L_0288",419195,429866,"Princes Soft Drinks Distribution",1,2,2,"Refused/Abandoned","EN00318","05/04/2011","West Yorkshire","Yorkshire and Humber","England","01/05/2008",NA,NA,"Large",2008,"E01010816",11.72,16.01,0.74,1.81,102.16,"E08000032",0.26,2.03,21.71,42.09,0.72,0.29,2.58,45.44,12.83,12.83,7.2,210,0.04,7.5,5301,5,90,35,36,14,5,NA,"NOC",46,38.8888888888889,40,15.5555555555556,5.55555555555556,NA,1873,38.2,40,1467,371,25,607,24.9,758,644,85,0
"L_0289",358326,463852,"Claughton Moor (Re-Submission 2)",10,2.3,23,"Refused/Abandoned","B0578","10/07/2013","Lancashire","North West","England","06/02/2013",NA,NA,"Large",2013,"E01025132",41.58,0,9.23,3.78,78.74,"E07000121",0.69,8.43,13.21,13.82,7.34,3.17,6.68,11.38,4.02,2.35,2.35,356,1.73,8.1,2307,1,60,15,24,0,21,NA,"NOC",31,25,40,0,35,NA,1488,45.1,48,1264,522,41,413,36.3,590,474,80,0
"L_0290",510060,270129,"Bicton Wind Farm",4,5.75,23,"Refused/Abandoned","AA105","20/02/2014","Cambridgeshire","Eastern","England","10/07/2010",NA,NA,"Large",2010,"E01018153",27.85,38.26,13.46,1.36,94.76,"E07000011",0.66,10.19,119.07,12.94,2.61,3.7,12.01,12.66,12.97,12.66,2.46,74,0.96,6.7,504,1,52,37,0,12,3,NA,"Con",27,71.1538461538462,0,23.0769230769231,5.76923076923077,NA,1847,42,44,1487,630,42,522,43.3,757,563,74,0
"L_0291",457363,243641,"Spring Farm Ridge",5,3,15,"Refused/Abandoned","AA164","31/12/2014","Northamptonshire","East Midlands","England","19/10/2010",NA,NA,"Large",2010,"E01027296",25.67,15.86,7.24,0.99,149.37,"E07000155",0.95,10.27,102.07,12.98,0.38,5.07,10.33,26.34,34.24,26.34,1.4,140,0.97,6.7,2706,1,42,35,1,0,6,NA,"Con",22,83.3333333333333,2.38095238095238,0,14.2857142857143,NA,1998,42.7,45,1633,546,33,604,30.5,845,612,72,0
"L_0292",581400,310600,"Swaffham Extension",6,2,12,"Refused/Abandoned","EN00341","05/12/2008","Norfolk","Eastern","England","27/04/2007",NA,NA,"Large",2007,"E01026455",9.06,18.19,3.06,7.77,32.66,"E07000143",0.58,63.23,41.22,16.6,2.13,0.51,15.92,16.6,7.77,3.07,3.07,78,0.77,6.7,2601,1,54,48,3,0,3,NA,"Con",28,88.8888888888889,5.55555555555556,0,5.55555555555556,NA,1901,45.9,46,1586,238,15,497,10.7,825,397,48,0
"L_0293",215500,722500,"Stacain",14,3,48,"Refused/Abandoned","N00383W","27/02/2013","Strathclyde","Scotland","Scotland","01/04/2005",NA,NA,"Large",2005,"S01000819",28.02,15.21,4.04,4.9,193.64,"S12000035",3.7,55.52,8.35,6.11,2.43,4.77,4.19,38.37,5.83,0,5.74,466,4.2,8.3,8004,12,36,3,0,8,22,3,"Ind",19,8.33333333333333,0,22.2222222222222,61.1111111111111,8.33333333333333,882,44.6,46,754,226,30,504,19.2,374,275,74,0
"L_0294",225843,652080,"Millour Hill Community Windfarm",6,3,18,"Refused/Abandoned","EN00347","22/01/2010","Strathclyde","Scotland","Scotland","01/11/2006",NA,NA,"Large",2006,"S01004509",25.15,24.73,3.14,3.33,153.23,"S12000021",1.35,21.91,29.12,38.99,1.1,4.4,4.79,23.47,8.56,8.45,4.26,325,3.04,10,8022,12,30,5,20,0,2,3,"Lab",16,16.6666666666667,66.6666666666667,0,6.66666666666667,10,1030,40.2,42,824,291,35,661,30.4,409,327,80,0
"L_0295",222675,649140,"Blackshaw Community Wind Farm",6,3.5,21,"Refused/Abandoned","B0762","05/02/2016","North Ayrshire","Scotland","Scotland","16/04/2015",NA,NA,"Large",2015,"S01004485",26.19,20.92,5.39,0.08,152.07,"S12000021",1.42,24.16,31.5,42.89,0.26,2.89,1.51,27.34,11.41,12.13,4.38,117,1.05,8.1,8022,12,30,1,11,0,6,12,"NOC",16,3.33333333333333,36.6666666666667,0,20,40,542,43.2,47,458,181,40,364,33.8,227,182,80,0
"L_0296",474885,413221,"Old River Don Wind Farm",6,3,18,"Refused/Abandoned","B1055","06/10/2015","Humberside","Yorkshire and Humber","England","30/06/2014",NA,NA,"Large",2014,"E01013247",10.14,37.79,2.46,6.35,64.55,"E06000013",1.13,4.44,49.37,0.37,0.85,11.65,0.89,8.21,0.37,0.37,0.37,2,1.88,6.4,2024,11,43,23,20,0,0,NA,"Con",22,53.4883720930233,46.5116279069767,0,0,NA,1756,42,45,1449,338,23,530,18.7,711,588,83,0
"L_0297",487000,397000,"Laughton Wind Farm (Resubmission)",8,0,28,"Refused/Abandoned","EN00357","11/12/2008","Lincolnshire","East Midlands","England","21/03/2006",NA,NA,"Large",2006,"E01026403",19.54,22.43,9.57,1.65,54.48,"E07000142",0.97,9.04,58.05,15.74,0.22,0.92,2.28,13.97,13.97,16.34,1.26,18,1.72,6.5,2507,1,37,17,0,19,1,NA,"LD",19,45.945945945946,0,51.3513513513513,2.7027027027027,NA,1361,44.4,48,1126,336,30,403,26.3,558,449,80,0
"L_0298",444500,84500,"Cheverton Down Re-submission",3,1.3,3.9,"Refused/Abandoned","EN00639","07/12/2009","Isle of Wight","South East","England","27/01/2009",NA,NA,"Large",2009,"E01017297",13.77,0,3.26,1.36,2.72,"E06000046",1.88,25.49,12.45,5.81,7.73,23.9,11.39,5.83,2.44,5.83,1.68,141,1.49,8.1,2121,11,40,24,1,5,10,NA,"Con",21,60,2.5,12.5,25,NA,1437,44.8,47,1190,342,29,388,22.9,606,473,78,0
"L_0299",371671,781186,"Boy's Hill Wind Cluster",3,2.3,6.9,"Refused/Abandoned","C1044","14/02/2014","Grampian","Scotland","Scotland","10/01/2013",NA,NA,"Large",2013,"S01000283",35.22,39.7,8.85,4.07,126.4,"S12000034",0.31,82.99,23.04,16.74,1.09,5.98,5.79,20.85,7.47,15.59,11.88,181,2.18,7.2,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,1090,38.3,41,841,310,37,706,28.8,430,305,71,0
"L_0301",289680,663200,"Benhar Windfarm",5,3,15,"Refused/Abandoned","C1378","30/07/2014","Strathclyde","Scotland","Scotland","29/03/2013",NA,NA,"Large",2013,"S01004718",26.83,33.04,3.91,0.66,108.34,"S12000044",1.46,1.45,46.37,4.66,0.6,4.74,2.31,18.93,2.24,11.4,2.19,221,0.53,7.8,8023,12,70,0,41,0,3,26,"Lab",36,0,58.5714285714286,0,4.28571428571429,37.1428571428571,889,42,43,739,96,13,580,5.9,396,217,55,0
"L_0302",183722,51211,"TRUTHAN BARTON WIND FARM",7,2.5,17.5,"Refused/Abandoned","B0176","24/10/2011","Cornwall","South West","England","10/03/2009",NA,NA,"Large",2009,"E01018815",13.71,5.85,4.37,2.22,9.17,"E06000052",0.02,115.23,66.07,12.47,0.47,0.43,4.03,95.51,2.34,36.52,2.34,79,0,7,827,11,123,50,0,38,35,NA,"NOC",62,40.650406504065,0,30.8943089430894,28.4552845528455,NA,2026,38.7,40,1623,430,26,675,22.2,836,602,72,0
"L_0303",213500,674500,"Corlarach Hill",16,0,42,"Refused/Abandoned","EN00383","07/12/2010","Strathclyde","Scotland","Scotland","01/06/2007",NA,NA,"Large",2007,"S01000742",35.1,7.78,2.68,4.17,178.81,"S12000035",3.39,27.11,7.79,29.4,5.87,7.23,7.36,18.44,24.77,8.99,8.99,369,2.57,9.6,8004,12,36,3,0,7,16,10,"NOC",19,8.33333333333333,0,19.4444444444444,44.4444444444444,27.7777777777778,642,47.3,53,538,193,36,359,29,282,226,80,0
"L_0304",275342,648327,"Kittymuir Farm",2,0.8,1.6,"Refused/Abandoned",NA,"05/04/2016","South Lanarkshire","Scotland","Scotland","25/08/2015",NA,NA,"Large",2015,"S01005741",32.07,36.88,3.56,1.8,122.87,"S12000029",0.02,2.15,45.82,3.16,2.13,1.15,2.65,33.67,0.52,12.09,0.52,143,1.15,6.8,8027,12,67,3,35,1,2,26,"Lab",34,4.47761194029851,52.2388059701493,1.49253731343284,2.98507462686567,38.8059701492537,1045,40.9,43,847,251,30,690,28.8,429,340,79,0
"L_0305",508505,284075,"Ellands Farm",6,0,18,"Refused/Abandoned","EN00388","06/04/2007","Northamptonshire","East Midlands","England","20/02/2006",NA,NA,"Large",2006,"E01027031",19.45,52.29,6.07,3.24,85.51,"E07000152",0.81,8.59,108.69,11.34,4.32,4.2,11.44,6.96,11.78,6.96,3.13,56,0.65,6.3,2703,1,36,33,3,0,0,NA,"Con",19,91.6666666666667,8.33333333333333,0,0,NA,2123,42.7,46,1705,649,38,607,37.6,832,591,71,0
"L_0306",274300,553100,"Barcloy Hill Wind Farm",5,2.5,12.5,"Refused/Abandoned","IF1214","29/07/2015","Dumfries and Galloway","Scotland","Scotland","21/12/2012",NA,NA,"Large",2012,"S01000911",74.27,3.04,4.52,1.27,43.02,"S12000006",1.29,47.73,43.26,21.27,1.71,6.49,29.91,7.25,15.59,7.26,5.08,146,2.24,8.4,8008,12,47,14,15,1,7,10,"NOC",24,29.7872340425532,31.9148936170213,2.12765957446809,14.8936170212766,21.2765957446809,1034,47.8,52,894,280,31,601,22.3,462,353,76,0
"L_0307",249782,881552,"Glenmorie Wind Farm",34,4,134,"Refused/Abandoned","AA573","15/03/2016","Highland","Scotland","Scotland","11/11/2011",NA,NA,"Large",2011,"S01003938",30.99,12,13.35,14.73,268.65,"S12000017",4.09,169.3,65.27,11.86,12.28,15.5,13.54,19.23,8.11,9.12,8.11,545,7.6,7.8,8018,12,80,0,7,22,34,17,"NOC",41,0,8.75,27.5,42.5,21.25,605,40.4,44,491,152,31,411,17.3,250,179,72,0
"L_0308",336300,633500,"Minch Moor",12,1.8,21.6,"Refused/Abandoned","N00147W","29/06/2011","Borders","Scotland","Scotland","11/04/2003",NA,NA,"Large",2003,"S01005396",45.97,11.31,4.75,3.35,66.03,"S12000026",0.14,39.03,42.87,14.81,10.66,3.74,11.61,20.31,2.35,20.32,3.19,477,3.09,9,8005,12,34,11,0,8,14,1,"NOC",18,32.3529411764706,0,23.5294117647059,41.1764705882353,2.94117647058824,744,43.1,47,603,243,40,451,29.7,324,196,60,0
"L_0309",225820,652480,"Millour Hill Community Windfarm (Extension)",2,3,6,"Refused/Abandoned","B0606","20/09/2013","Strathclyde","Scotland","Scotland","20/09/2012",NA,NA,"Large",2012,"S01004509",24.97,24.81,2.86,3.2,153.6,"S12000021",1.37,22.08,28.73,38.62,1.44,4.69,4.96,23.09,8.66,8.07,4.61,328,3.17,10,8022,12,30,1,11,0,6,12,"NOC",16,3.33333333333333,36.6666666666667,0,20,40,1030,40.2,42,824,291,35,661,30.4,409,327,80,0
"L_0310",430455,175810,"Membury",1,0,2,"Refused/Abandoned","EN00408","29/04/2009","Berkshire","South East","England","11/05/2007",NA,NA,"Large",2007,"E01016304",28.9,0,6.3,1.28,82.63,"E06000037",0.73,0.34,46.72,16.57,15.5,10.21,7.69,56.61,3.73,24.52,2.71,210,1.07,6.9,322,11,52,36,0,16,0,NA,"Con",27,69.2307692307692,0,30.7692307692308,0,NA,1544,41.8,43,1281,385,30,503,27,672,385,57,0
"L_0311",432302,178781,"Baydon Meadow (Re-Submission)",1,1,1.3,"Refused/Abandoned","EN00415","26/03/2009","Berkshire","South East","England","01/06/2007",NA,NA,"Large",2007,"E01016304",25.41,0,6.77,0.24,85.23,"E06000037",0.02,3.11,48.74,19.29,17.04,12.57,10.34,59.69,0.52,28.02,0.52,132,0,5.8,322,11,52,36,0,16,0,NA,"Con",27,69.2307692307692,0,30.7692307692308,0,NA,1544,41.8,43,1281,385,30,503,27,672,385,57,0
"L_0312",483366,342151,"Thackson's Well Wind Farm",10,2.3,23,"Refused/Abandoned","EN00417","25/11/2008","Lincolnshire","East Midlands","England","30/11/2007",NA,NA,"Large",2007,"E01026355",13.25,52.69,9.59,5.68,86.1,"E07000141",1.48,31.64,56.84,4.87,0.1,1.37,3.57,33.4,29.35,33.37,2.63,35,1.91,6.2,2506,1,58,35,2,6,15,NA,"Con",30,60.3448275862069,3.44827586206897,10.3448275862069,25.8620689655172,NA,2383,45.5,49,1948,671,34,613,35.2,999,818,82,0
"L_0313",387240,97840,"Part Bushes Farm",0,0,24.8,"Refused/Abandoned","N00155W","29/06/2011","Dorset","South West","England","01/08/2003",NA,NA,"Large",2003,"E01020432",23.87,4.13,9.66,3.6,10.56,"E07000050",0.52,44.67,26.92,6.44,2.52,1.2,10.59,5.05,4.7,4.7,4.12,53,0.38,6.2,1203,1,33,15,0,11,7,NA,"NOC",17,45.4545454545455,0,33.3333333333333,21.2121212121212,NA,1226,45.8,48,1040,308,30,355,30.1,539,346,64,0
"L_0314",214075,84165,"Bodmin Moor",20,2.5,50,"Refused/Abandoned","EN00423","09/12/2015","Cornwall","South West","England","18/07/2008",NA,NA,"Large",2008,"E01018968",33.23,1.84,16.81,2.1,4.52,"E06000052",0.26,78.99,33,17.34,2.93,2.01,15.98,79.99,0.65,32.23,0.63,292,2.24,8,800,2,82,9,5,48,20,NA,"LD",42,10.9756097560976,6.09756097560976,58.5365853658537,24.390243902439,NA,2515,46.4,50,2121,506,24,671,17.4,1002,810,81,0
"L_0315",388691,452767,"Brightenber Hill (Resubmission)",3,2.5,7.5,"Refused/Abandoned","B0392","03/03/2016","North Yorkshire","Yorkshire and Humber","England","17/04/2012",NA,NA,"Large",2012,"E01027562",35.59,7.23,7.56,4.36,102.67,"E07000163",0.04,13.14,4.06,12,13.79,2.25,2.77,12.93,9.81,10.08,4.29,164,2.01,6.7,2901,1,30,16,0,4,10,NA,"Con",16,53.3333333333333,0,13.3333333333333,33.3333333333333,NA,1641,45.7,49,1391,534,38,452,34.7,669,498,74,0
"L_0316",530000,305000,"Morris Fen (Wind)",0,0,16,"Refused/Abandoned","N00162W","30/05/2009","Cambridgeshire","Eastern","England","05/09/2003",NA,NA,"Large",2003,"E01015618",26.95,35.61,7.09,0.84,55.5,"E06000031",0.95,19.26,92.68,17.64,1.86,0.41,8.48,4.67,5.92,4.66,4.66,1,1.03,6.2,525,11,57,29,19,3,6,NA,"Con",29,50.8771929824561,33.3333333333333,5.26315789473684,10.5263157894737,NA,1084,42.1,44,879,163,19,315,13,451,307,68,0
"L_0317",351500,741500,"East Skichen",3,1,3.9,"Refused/Abandoned","EN00427","13/09/2011","Tayside","Scotland","Scotland","29/01/2007",NA,NA,"Large",2007,"S01000637",19.07,40.32,6.52,0.96,95.96,"S12000041",0.07,42.79,33.05,13.01,1.5,5.76,8.28,9.4,6.13,9.24,0.91,166,0.74,8.6,8003,12,29,5,2,3,6,13,"NOC",15,17.2413793103448,6.89655172413793,10.3448275862069,20.6896551724138,44.8275862068966,648,42.2,46,542,159,29,446,16.4,268,197,74,0
"L_0318",340470,530845,"Berrier Hill",9,2,22.5,"Refused/Abandoned","EN00433","12/09/2011","Cumbria","North West","England","10/08/2007",NA,NA,"Large",2007,"E01019313",30.77,21.48,3.86,3.14,47.2,"E07000030",1.19,8.85,1.26,3.16,7.5,3.11,9.39,30,3.16,23.46,1.56,348,1.01,8,905,1,38,14,0,5,19,NA,"NOC",20,36.8421052631579,0,13.1578947368421,50,NA,1374,47.6,51,1180,437,37,391,27.1,639,464,73,0
"L_0319",354445,832682,"Hill of Corskie - resubmission 2",5,0.9,4.5,"Refused/Abandoned","C2144","30/01/2014","Grampian","Scotland","Scotland","14/10/2013",NA,NA,"Large",2013,"S01000441",39.3,40.8,2.57,2.15,180.48,"S12000034",1.67,117.92,20.44,31.69,3.66,4.28,2.08,33.13,10.42,14.9,3.56,390,1.45,9.7,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,900,42.1,45,735,185,25,572,18.9,394,253,64,0
"L_0320",471979,289392,"Airfield Farm (Leicestershire)",3,2.5,7.5,"Refused/Abandoned","A0220","02/07/2014","Leicestershire","East Midlands","England","30/09/2009",NA,NA,"Large",2009,"E01025789",23.58,51.3,2.16,0.22,111.76,"E07000131",0.12,16.22,79.81,30.48,2.43,1.28,2.04,22.31,37.05,22.31,2.29,115,1.19,6.3,2403,1,37,26,0,11,0,NA,"Con",19,70.2702702702703,0,29.7297297297297,0,NA,1737,41.6,42,1551,312,20,349,24.1,476,360,76,0
"L_0321",365000,581000,"Humble Hill Wind Farm",0,0,78.5,"Refused/Abandoned","07067W4","02/11/2011","Northumberland","North East","England","13/04/1993",NA,NA,"Large",1993,"E01027503",26.44,21.24,21.22,13.17,63.92,"E06000048",4.08,31.94,3.79,3.98,11.28,15.81,14.21,3.97,0.55,19.18,0.55,436,6.95,8.5,2800,2,66,13,39,11,3,NA,"Lab",34,19.6969696969697,59.0909090909091,16.6666666666667,4.54545454545455,NA,1762,46.4,50,1540,422,27,543,20.1,796,528,66,0
"L_0323",408500,327500,"Bagot's Park - resubmission",8,2.3,18.4,"Refused/Abandoned","EN00444","01/04/2011","Staffordshire","West Midlands","England","31/10/2007",NA,NA,"Large",2007,"E01029411",36.8,9.54,6.24,1.65,155.38,"E07000193",1.58,18.03,21.47,5.53,0.97,4.86,5.38,4.96,4.96,31.57,0.75,152,2.55,6.8,3402,1,39,25,12,2,0,NA,"Con",20,64.1025641025641,30.7692307692308,5.12820512820513,0,NA,1287,43.7,46,1059,363,34,337,32,519,423,82,0
"L_0324",491385,411690,"Bradken UK",1,2.5,2.5,"Refused/Abandoned","B0031","03/07/2014","Humberside","Yorkshire and Humber","England","09/05/2011",NA,NA,"Large",2011,"E01013313",17.89,22.46,1.13,1.79,48.24,"E06000013",0.12,5.09,64.58,14.62,1.7,2.78,0.15,5.62,5.62,10.43,1.38,24,0.12,6.4,2024,11,43,23,20,0,0,NA,"Con",22,53.4883720930233,46.5116279069767,0,0,NA,1554,38.8,39,1268,148,12,502,7.4,670,487,73,0
"L_0325",528934,431197,"Monkwith Wind Farm (Resubmission)",3,2.3,6.9,"Refused/Abandoned","A0117","06/12/2011","Humberside","Yorkshire and Humber","England","12/06/2009",NA,NA,"Large",2009,"E01013078",29.02,27.03,5.86,0.08,17.42,"E06000011",0.02,31.25,61.2,20.52,1.81,11.58,13.12,11.79,12.11,11.79,2.73,16,0,6.9,2021,11,67,47,3,12,5,NA,"Con",34,70.1492537313433,4.47761194029851,17.910447761194,7.46268656716418,NA,1423,45.5,49,1208,308,25,405,28.6,594,485,82,0
"L_0326",320282,377547,"Kingspan Factory Wind Turbines",2,2.5,5,"Refused/Abandoned","B0288","03/07/2014","Clwyd","Wales","Wales","19/12/2011",NA,NA,"Large",2011,"W01000296",19.07,8.21,0.27,0.72,136.46,"W06000005",0.1,12.1,42.24,28.25,4.37,3.4,0,0.19,0.19,0.19,0.19,8,0.29,5.6,7011,13,70,9,22,12,26,1,"NOC",36,12.8571428571429,31.4285714285714,17.1428571428571,37.1428571428571,1.42857142857143,1506,39,39,1197,124,10,454,7.3,638,358,56,0
"L_0327",280598,911334,"Balnacoil Wind Farm",15,3,45,"Refused/Abandoned","B0396","16/09/2014","Highland","Scotland","Scotland","04/09/2013",NA,NA,"Large",2013,"S01003964",22.97,21.06,11.64,18.74,279.67,"S12000017",0.22,190.66,78.86,13.36,1.95,11.05,10.93,2.98,2.98,2.98,2.98,60,0,5.2,8018,12,80,0,8,15,35,22,"NOC",41,0,10,18.75,43.75,27.5,483,48.5,53,424,124,29,306,15,217,176,81,0
"L_0328",530050,433050,"Monkwith Wind Farm",7,0,14,"Refused/Abandoned","EN00342","08/03/2007","Humberside","Yorkshire and Humber","England","23/02/2007",NA,NA,"Large",2007,"E01013078",31.14,29.15,6.27,1.76,18.14,"E06000011",0.24,33.31,60.2,21.37,3.87,13.18,14.69,13.33,14.17,13.33,4.89,18,0.97,6.8,2021,11,67,47,3,12,5,NA,"Con",34,70.1492537313433,4.47761194029851,17.910447761194,7.46268656716418,NA,1423,45.5,49,1208,308,25,405,28.6,594,485,82,0
"L_0329",281205,124365,"Cross Moor",2,2,4,"Refused/Abandoned","EN00324","25/06/2012","Devon","South West","England","22/12/2006",NA,NA,"Large",2006,"E01020087",33.29,27.92,11.07,0.79,22.05,"E07000043",0.82,25.85,4.64,9.16,2.22,2.01,16.5,37.13,3.21,37.13,3.21,205,1.74,6.5,1104,1,43,9,0,22,12,NA,"LD",22,20.9302325581395,0,51.1627906976744,27.906976744186,NA,1911,48.8,53,1646,411,25,485,19.8,840,653,78,0
"L_0330",555459,247455,"Little Linton Farm",8,2,16,"Refused/Abandoned","A0143","12/09/2011","Cambridgeshire","Eastern","England","04/03/2009",NA,NA,"Large",2009,"E01018263",9.56,38.64,0.35,0.83,73.62,"E07000012",0.4,6.02,87.11,7.04,0.43,3.83,6.72,21.71,15.41,25.93,0.87,38,0.42,5.7,501,1,42,1,11,28,2,NA,"LD",22,2.38095238095238,26.1904761904762,66.6666666666667,4.76190476190476,NA,1478,40.9,43,1196,521,44,423,42.8,598,470,79,0
"L_0331",545100,383980,"Withern",1,1.3,1.3,"Refused/Abandoned","N00203W","05/01/2010","Lincolnshire","East Midlands","England","21/09/2005",NA,NA,"Large",2005,"E01026117",44.32,7.5,1.27,2.87,27.06,"E07000137",0.18,48.28,103.75,5.55,4.53,9.68,18.25,5.55,5.55,5.55,5.55,4,1.16,6.4,2502,1,60,15,12,6,27,NA,"NOC",31,25,20,10,45,NA,1826,47.6,52,1577,295,19,476,19.1,778,631,81,0
"L_0332",286515,121510,"Bickham Moor Wind Farm",4,3,12,"Refused/Abandoned","EN00502","15/05/2011","Devon","South West","England","22/11/2007",NA,NA,"Large",2007,"E01020049",30.35,24.29,5.66,2.45,24.53,"E07000042",0.16,19.82,6.66,10.56,3.15,0.93,19.13,32.82,0.27,32.82,0.27,268,1.8,7.5,1103,1,42,17,0,10,15,NA,"NOC",22,40.4761904761905,0,23.8095238095238,35.7142857142857,NA,1307,46.8,51,1114,371,33,352,23.9,547,446,82,0
"L_0333",297500,360500,"Gorsedd Brn Wind Fram",13,2.7,35,"Refused/Abandoned","EN00504","03/05/2010","Clwyd","Wales","Wales","31/05/2007",NA,NA,"Large",2007,"W01000211",37.44,14.92,0.53,1.95,151.27,"W06000004",0.63,40.53,13.95,4.4,12.93,11.4,17.23,25.06,9.03,15.99,0,490,2.35,8.1,7010,13,47,7,8,2,23,7,"NOC",24,14.8936170212766,17.0212765957447,4.25531914893617,48.936170212766,14.8936170212766,1856,44.2,47,1541,548,36,497,27.4,749,589,79,0
"L_0334",283320,872675,"Nigg Hill",5,2,10,"Refused/Abandoned","EN00401","01/05/2013","Highland","Scotland","Scotland","24/01/2008",NA,NA,"Large",2008,"S01003934",16.05,9.26,6.85,2.25,243.82,"S12000017",1.18,152.03,42.18,22.41,12.35,6.03,4.96,2.64,3.89,2.64,1.33,158,1.06,9.7,8018,12,80,0,7,21,35,17,"NOC",41,0,8.75,26.25,43.75,21.25,1016,41.4,43,842,208,25,668,15.3,441,299,68,0
"L_0335",370100,93600,"Slyer's Lane",6,3,18,"Refused/Abandoned","C1468","01/02/2016","Dorset","South West","England","18/11/2014",NA,NA,"Large",2014,"E01020509",19.44,2.75,2.19,1.17,7.67,"E07000052",1.18,54.25,44.51,7.46,5.72,1.91,3.03,7.99,6.02,7.99,2.77,92,1.65,6.6,1206,1,48,32,0,11,5,NA,"Con",25,66.6666666666667,0,22.9166666666667,10.4166666666667,NA,2799,45.4,48,2294,923,40,708,37.1,1146,885,77,0
"L_0336",470767,320023,"Asfordby Wind Farm",9,2.3,20.7,"Refused/Abandoned","AA165","19/09/2014","Leicestershire","East Midlands","England","21/12/2010",NA,NA,"Large",2010,"E01025884",18.52,64.4,0.62,4.2,101.57,"E07000133",0.54,21.67,56.57,19.07,0.78,2.24,0.05,20.3,32.47,20.3,3.18,94,0.62,6.3,2406,1,28,20,3,0,5,NA,"Con",15,71.4285714285714,10.7142857142857,0,17.8571428571429,NA,1718,38.9,39,1358,228,17,553,14.3,752,501,67,0
"L_0337",212934,685526,"Strone Saul Hill",8,2.5,20,"Refused/Abandoned","A0075","01/04/2011","Strathclyde","Scotland","Scotland","28/04/2009",NA,NA,"Large",2009,"S01000800",39.48,10.94,1.57,3.87,187.06,"S12000035",0.03,30.36,0,26.5,2.47,14.91,12.51,18.83,22.27,16.96,1.73,39,0.99,3.7,8004,12,36,3,0,7,16,10,"NOC",19,8.33333333333333,0,19.4444444444444,44.4444444444444,27.7777777777778,947,51.9,57,854,292,34,568,21.8,464,354,76,0
"L_0338",301750,962750,"South Shebster",5,2,10,"Refused/Abandoned","N00218W","20/03/2009","Highland","Scotland","Scotland","19/12/2005",NA,NA,"Large",2005,"S01003993",35.9,31.15,4.36,7.56,320.08,"S12000017",0.16,240.14,126.18,8.8,1.69,10.59,9.45,1.48,1.48,1.48,1.48,91,0.99,8.1,8018,12,80,0,8,9,57,6,"Ind",41,0,10,11.25,71.25,7.5,694,46.2,49,579,161,28,411,23.8,293,234,80,0
"L_0340",372050,340110,"Poplar Lane Wind Farm",7,2,14,"Refused/Abandoned","EN00555","06/12/2010","Shropshire","West Midlands","England","01/04/2008",NA,NA,"Large",2008,"E01028899",16.01,30.62,2.41,0.88,181.97,"E06000051",0.52,8.02,32.04,10.21,7.14,1.89,5.29,8.07,10.08,35.57,4.94,120,0.74,6.7,3200,2,48,26,9,13,0,NA,"Con",25,54.1666666666667,18.75,27.0833333333333,0,NA,1521,44.9,48,1279,474,37,434,33.6,648,488,75,0
