"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Old.Ref.ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","Censusboundaries","Airports","Aonb","Aroads","Broads","Hcoast","Localunitaryauthority","Minroads","Motorways","Nationalparks","Nnr","Powerlines","Primaryroads","Railway","Ramsar","Sacs","Spa","Sssi","Ukelevation","Urbanregions","Windspeed45","Code","Type","Council_size","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_share","Age_Total","Age_Mean","Age_Median","Qual_Total","Qual_Level4","Qual_PercentL4","SocialGradeTotal","SocialGradePercentAB","Tenure_Total","Tenure_Owned","PercentOwner","Planning_Status_Code"
"L_0232",641328,288986,"Devonshire Farm - Resubmission",3,3,9,"Refused/Abandoned","A0418","13/09/2011","Suffolk","Eastern","England","08/07/2010",NA,NA,"Large",2010,"E01030286",13.77,5.45,0.67,0.82,11.69,"E07000206",0.24,101.34,0.93,11.46,2.41,2.66,0.91,2.92,2.92,2.92,2.92,31,0.32,6.3,3507,1,48,29,15,2,2,NA,"Con",25,60.4166666666667,31.25,4.16666666666667,4.16666666666667,NA,2185,44.8,48,1848,491,27,615,22.6,896,678,76,0
"L_0233",449894,280895,"Bransford Bridge",9,2,18,"Refused/Abandoned","AA115","05/04/2012","Warwickshire","West Midlands","England","06/06/2011",NA,NA,"Large",2011,"E01032892",15.71,33.27,5.37,1.85,135.23,"E07000220",0.81,1.24,74.7,33.81,0.77,2.02,4.05,35.09,17.63,35.09,4.04,103,0.8,6.5,3703,1,48,29,11,8,0,NA,"Con",25,60.4166666666667,22.9166666666667,16.6666666666667,0,NA,2086,42.8,43,1679,560,33,594,37.2,766,583,76,0
"L_0234",267969,832089,"Tomfat",2,0.8,1.6,"Refused/Abandoned",NA,"01/07/2015","Highland","Scotland","Scotland","10/11/2014",NA,NA,"Large",2014,"S01003762",22.14,28.66,13.53,0.03,217.69,"S12000017",0.35,116.59,16.4,27.34,0.56,5.67,8.35,5.5,5.49,5.32,3.46,226,0.93,5.3,8018,12,80,0,8,15,36,21,"NOC",41,0,10,18.75,45,26.25,1090,40.9,43,876,299,34,700,24.1,453,294,65,0
"L_0235",286763,713456,"Standingfauld Farm",8,2.5,20,"Refused/Abandoned","AA138","27/01/2012","Tayside","Scotland","Scotland","21/12/2009",NA,NA,"Large",2009,"S01004999",33.14,12.48,0.23,3.81,124.44,"S12000024",0.51,16.87,18.15,26.1,1.72,4.81,4.29,2.94,3.52,2.94,2.94,162,2.03,7.5,8024,12,41,12,3,8,0,18,"NOC",21,29.2682926829268,7.31707317073171,19.5121951219512,0,43.9024390243902,898,42.7,44,735,229,31,555,22.2,368,211,57,0
"L_0236",407060,528190,"Windy Bank Windfarm",4,3.5,14,"Refused/Abandoned","B0182","20/05/2015","Durham","North East","England","05/08/2011",NA,NA,"Large",2011,"E01020864",33.62,2.14,8.79,1.69,39.76,"E06000047",0.58,21.93,20.82,16.42,4.82,7.95,7.52,41.41,2.14,2.14,2.04,282,1.47,6.9,1321,11,126,10,67,27,22,NA,"Lab",64,7.93650793650794,53.1746031746032,21.4285714285714,17.4603174603175,NA,2068,45.6,49,1756,490,28,634,22.4,922,712,77,0
"L_0237",471305,383536,"Smeath Road Wind Turbines",2,0.5,1,"Refused/Abandoned","B1409","04/04/2016","Nottinghamshire","East Midlands","England","07/07/2014",NA,NA,"Large",2014,"E01028005",16.2,40.33,1.81,1.88,73.62,"E07000171",0.23,10.06,40.86,16.84,0.66,6.5,1.86,29.96,15.63,20.24,1.06,12,1.31,6.1,3002,1,48,10,35,0,3,NA,"Lab",25,20.8333333333333,72.9166666666667,0,6.25,NA,1892,46.8,51,1629,482,30,527,29.2,822,684,83,0
"L_0238",257737,690570,"Ballindalloch Muir",9,2.2,20,"Refused/Abandoned","EN00045","24/11/2009","Central","Scotland","Scotland","20/12/2007",NA,NA,"Large",2007,"S01006074",25.61,10.86,2.98,2.72,144,"S12000030",1.93,20.22,7.09,7.85,4.06,2.92,16.51,13.19,2.11,13.1,1.34,154,2.75,7.5,8028,12,22,4,8,3,0,7,"NOC",12,18.1818181818182,36.3636363636364,13.6363636363636,0,31.8181818181818,700,42.6,46,556,228,41,412,35.7,285,245,86,0
"L_0239",377164,848646,"Burnside of Idoch",4,0.8,3.2,"Refused/Abandoned","A0361","28/11/2011","Grampian","Scotland","Scotland","12/02/2010",NA,NA,"Large",2010,"S01000508",37.91,67.13,3.06,0.71,192.24,"S12000034",0.93,141.7,48.22,28.39,5.65,8.36,23.19,28.08,13.85,16.4,9.01,76,2.58,7.5,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,889,43.7,47,775,163,21,599,12.7,359,295,82,0
"L_0240",174300,653900,"Corriechreive",30,1,30,"Refused/Abandoned","EN00061","06/04/2007","Strathclyde","Scotland","Scotland","04/04/1995",NA,NA,"Large",1995,"S01000721",32.65,14.77,18.32,7.19,183.5,"S12000035",3.09,68.96,45.18,28.6,8.9,0.6,45.38,2.84,4.34,2.84,2.84,110,2.04,8.5,8004,12,33,2,2,3,22,4,"Ind",17,6.06060606060606,6.06060606060606,9.09090909090909,66.6666666666667,12.1212121212121,702,43.8,47,568,162,29,419,16.7,314,180,57,0
"L_0241",332500,1006500,"Gruf Hill",3,0,7.5,"Refused/Abandoned","EN00062","03/07/2009","Orkney Islands","Scotland","Scotland","17/10/2002",NA,NA,"Large",2002,"S01004949",12.93,0.11,1.11,5.73,355.12,"S12000023",1.07,284.84,171.95,58.67,43.55,42.49,44.35,32.85,5.67,0,0,156,0.94,10.1,8030,12,21,0,0,0,21,0,"Ind",11,0,0,0,100,0,719,42.7,46,595,197,33,469,25.2,302,243,80,0
"L_0242",288420,358757,"Llys Dymper Wind Farm Resubmission",10,2.3,23,"Refused/Abandoned","AA706","09/12/2015","Clwyd","Wales","Wales","16/02/2012",NA,NA,"Large",2012,"W01000159",45.51,23.48,3.91,3.05,153.17,"W06000003",1.51,48.84,5.43,6.18,11.98,7.12,8.18,23.51,7.47,10.31,0,399,1.17,7.4,7001,13,59,13,10,5,19,12,"NOC",30,22.0338983050847,16.9491525423729,8.47457627118644,32.2033898305085,20.3389830508475,1435,44,46,1195,312,26,385,17.4,564,387,69,0
"L_0243",366120,752345,"Mount Boy",3,2,6,"Refused/Abandoned","EN00070","04/01/2010","Tayside","Scotland","Scotland","10/01/2007",NA,NA,"Large",2007,"S01000645",37.27,43.34,3.42,2.8,100,"S12000041",0.54,60.81,30.49,12.13,0.8,1.37,1.98,4.71,4.15,4.69,1.5,83,1.66,8.5,8003,12,29,5,2,3,6,13,"NOC",15,17.2413793103448,6.89655172413793,10.3448275862069,20.6896551724138,44.8275862068966,980,42.6,46,825,251,30,663,16.4,426,271,64,0
"L_0244",332600,150148,"Inner Farm",5,2,10,"Refused/Abandoned","EN00083","06/07/2009","Somerset","South West","England","22/03/2006",NA,NA,"Large",2006,"E01029140",22.95,6.74,1.5,1.04,35.86,"E07000188",0.53,1.5,27.58,3.6,2.43,1.5,0.14,3.04,3.04,3.04,2.6,5,0.72,6.4,3302,1,50,35,14,1,0,NA,"Con",26,70,28,2,0,NA,2907,41.3,43,2376,613,26,815,22,1140,903,79,0
"L_0245",328700,484000,"Lowick Beacon",3,1.4,4.2,"Refused/Abandoned","N00003W","11/09/2011","Cumbria","North West","England","29/08/2000",NA,NA,"Large",2000,"E01019351",16.94,16.31,1.7,1.36,43.01,"E07000031",0.22,24.54,1.41,4.04,2.91,1.39,5.52,3.14,1.95,3.14,1.65,179,1.2,6.8,906,1,52,15,9,23,5,NA,"NOC",27,28.8461538461538,17.3076923076923,44.2307692307692,9.61538461538462,NA,1753,45.7,49,1510,624,41,528,35.2,760,594,78,0
"L_0246",228520,118885,"Harbourcross wind farm (resubmission)",5,2,10,"Refused/Abandoned","C1347","06/11/2014","Devon","South West","England","22/05/2013",NA,NA,"Large",2013,"E01020291",25.93,1.44,11.82,3.34,4.89,"E07000046",0.45,71.56,37.7,10.67,10.54,1.31,18.63,71.82,1.47,54.5,0.54,160,0.83,7.1,1109,1,36,16,0,6,14,NA,"NOC",19,44.4444444444444,0,16.6666666666667,38.8888888888889,NA,1569,43.7,46,1308,285,22,436,14.4,640,494,77,0
"L_0247",378080,667225,"Blackburn Farm",6,3.5,21,"Refused/Abandoned","AA447","31/08/2012","Borders","Scotland","Scotland","01/08/2011",NA,NA,"Large",2011,"S01005489",61.93,28.7,2.27,7.75,22.05,"S12000026",0.44,60.03,35.28,12.84,2.98,1.41,1.6,15.81,5.32,5.5,2.51,172,2.3,7.5,8005,12,34,11,0,10,7,6,"NOC",18,32.3529411764706,0,29.4117647058824,20.5882352941176,17.6470588235294,962,42.7,46,801,221,28,633,17.1,428,261,61,0
"L_0248",405530,451821,"Chelker Reservoir Repower (Resubmission)",2,0.85,1.7,"Refused/Abandoned","AA600","29/03/2012","North Yorkshire","Yorkshire and Humber","England","07/10/2011",NA,NA,"Large",2011,"E01027557",19.9,2.69,2.32,1.61,91.94,"E07000163",1.28,21.72,1.68,17.13,6,0.36,1.49,19.94,3.51,3.51,1.29,224,1.52,6.7,2901,1,30,18,0,4,8,NA,"Con",16,60,0,13.3333333333333,26.6666666666667,NA,1673,44.8,47,1377,568,41,439,35.8,655,424,65,0
"L_0249",396106,856589,"Mormond Hill Windfarm",12,2.3,27.6,"Refused/Abandoned","B0128","04/08/2015","Grampian","Scotland","Scotland","07/11/2011",NA,NA,"Large",2011,"S01000519",44.99,85.89,1.52,1.53,199.06,"S12000034",1.29,157.89,68.41,26.66,1.09,4.06,38.52,8.52,7.19,8.52,6.37,196,1.41,9.6,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,515,39.7,42,422,97,23,360,17.5,196,162,83,0
"L_0250",213789,590485,"Straid Farm Wind Park",14,2.6,36.8,"Refused/Abandoned","B0131","04/02/2016","Strathclyde","Scotland","Scotland","01/08/2011",NA,NA,"Large",2011,"S01005523",43.1,44.89,6.13,4.29,110.29,"S12000028",0.43,61.03,90.14,33.33,8.15,0.27,5.96,29.11,0.12,8.96,0.12,53,0.29,6.6,8026,12,30,12,9,0,1,8,"NOC",16,40,30,0,3.33333333333333,26.6666666666667,788,46.5,50,680,157,23,476,10.1,343,232,68,0
"L_0251",320386,755598,"Saddle Hill Wind Farm",14,2.5,35,"Refused/Abandoned","B0889","04/05/2016","Tayside","Scotland","Scotland","24/11/2014",NA,NA,"Large",2014,"S01000708",26.54,15.41,7.53,4.7,125.07,"S12000041",1.91,34.15,9.68,19.08,11.17,6.27,19.95,6.47,1.77,6.46,1.77,339,3.07,8.3,8003,12,29,4,1,1,8,15,"SNP",15,13.7931034482759,3.44827586206897,3.44827586206897,27.5862068965517,51.7241379310345,565,44.4,47,466,173,37,347,30.8,240,158,66,0
"L_0252",286898,563544,"Plascow wind cluster",3,0.8,2.4,"Refused/Abandoned","AA536","25/09/2014","Dumfries and Galloway","Scotland","Scotland","16/11/2009",NA,NA,"Large",2009,"S01000925",61.35,5.48,2.07,2.79,48.8,"S12000006",0.5,31.47,39.39,11.43,5.11,8,13.82,8.55,8.55,8.55,7.88,130,2.9,7,8008,12,47,18,14,3,2,10,"NOC",24,38.2978723404255,29.7872340425532,6.38297872340426,4.25531914893617,21.2765957446809,1005,42.3,45,818,193,24,608,13.3,438,293,67,0
"L_0253",288270,728235,"Mull Hill Windfarm",9,2.5,22.5,"Refused/Abandoned","B0155","02/06/2014","Tayside","Scotland","Scotland","23/12/2011",NA,NA,"Large",2011,"S01005112",27.53,12.17,2.12,2.84,130.49,"S12000024",2.91,20.88,17.4,23.68,3.29,4.69,16.83,9.5,2.37,9.5,1.68,453,2.86,8.7,8024,12,41,12,3,8,0,18,"NOC",21,29.2682926829268,7.31707317073171,19.5121951219512,0,43.9024390243902,876,44.1,47,725,263,36,514,21.8,374,238,64,0
"L_0254",321250,936500,"Lower Rumster wind turbine",1,1,1,"Refused/Abandoned","C1141","30/01/2014","Highland","Scotland","Scotland","02/04/2013",NA,NA,"Large",2013,"S01003969",22.12,56.11,20.54,16.98,289.37,"S12000017",1.17,214.18,101.03,20.48,3.4,2,18.91,3.37,2.7,2.7,2.7,107,2,8.3,8018,12,80,0,8,15,35,22,"NOC",41,0,10,18.75,43.75,27.5,762,50.5,53,697,143,21,464,11.6,376,261,69,0
"L_0255",311000,544000,"Brownrigg Hall Wind Farm",5,2,11.5,"Refused/Abandoned","EN00138","11/04/2007","Cumbria","North West","England","11/07/2006",NA,NA,"Large",2006,"E01019128",40.73,1.48,8.96,2.29,32.49,"E07000026",0.48,31,8.59,7.54,2.63,3,4.25,3.69,3.65,3.65,2.41,15,1.6,6.9,901,1,56,18,27,3,8,NA,"NOC",29,32.1428571428571,48.2142857142857,5.35714285714286,14.2857142857143,NA,1631,43.9,47,1367,300,22,469,18.8,681,532,78,0
"L_0256",350924,814910,"Tibberchindy Wind Farm",6,3,18,"Refused/Abandoned","B0205","13/03/2014","Grampian","Scotland","Scotland","15/10/2012",NA,NA,"Large",2012,"S01000364",37.23,24.45,2.46,8.54,164.26,"S12000034",1.63,100.08,8.54,13.61,4.72,15.36,7.07,15.3,9,15.3,5.28,427,2.66,9,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,955,41.8,45,780,278,36,637,26.1,372,274,74,0
"L_0257",389200,423100,"Tooter Hill and Hogshead Hill",9,0,3,"Refused/Abandoned","EN00145","08/10/2013","Lancashire","North West","England","01/01/1999",NA,NA,"Large",1999,"E01025381",23.76,16.05,0.98,5.42,124.42,"E07000125",1.24,10.49,18.36,38.63,0.87,3.16,3.34,41.14,4.37,4.37,3,414,1.29,8.3,2311,1,36,15,21,0,0,NA,"Lab",19,41.6666666666667,58.3333333333333,0,0,NA,1473,36.6,36,1115,182,16,490,12,618,368,60,0
"L_0258",292500,855500,"Broombank Farm",1,2,2,"Refused/Abandoned","EN00148","06/08/2009","Highland","Scotland","Scotland","01/07/2006",NA,NA,"Large",2006,"S01003888",15.43,27.5,3.25,0.1,224.34,"S12000017",0.2,133.72,22.71,35.23,1.22,0.01,1.52,2.98,3.86,2.97,2.27,32,0.01,7.1,8018,12,80,0,8,10,56,6,"Ind",41,0,10,12.5,70,7.5,1633,37.6,39,1221,402,33,1012,21.6,633,477,75,0
"L_0259",360091,737632,"Corse Hill Wind Farm",7,2.5,17.5,"Refused/Abandoned","B0244","29/08/2012","Tayside","Scotland","Scotland","15/11/2011",NA,NA,"Large",2011,"S01000616",22.04,48.81,3.46,3.18,88.59,"S12000041",1.07,49.26,40.21,13.54,3.25,1.06,0.5,7.19,6.1,6.24,1.86,17,1.46,7.7,8003,12,29,5,2,3,6,13,"NOC",15,17.2413793103448,6.89655172413793,10.3448275862069,20.6896551724138,44.8275862068966,1442,38.6,39,1172,294,25,931,18.6,573,389,68,0
"L_0260",349070,754820,"Finavon Wind Farm",3,2.3,6.9,"Refused/Abandoned","B0245","05/03/2013","Tayside","Scotland","Scotland","04/01/2012",NA,NA,"Large",2012,"S01000704",28.26,28.83,3.7,1.05,108.88,"S12000041",1.03,48.4,20.47,25.12,0.36,1.09,12.45,12.07,1.39,12.07,1.31,212,1.9,8.4,8003,12,29,4,1,1,8,15,"SNP",15,13.7931034482759,3.44827586206897,3.44827586206897,27.5862068965517,51.7241379310345,979,39.5,41,805,218,27,602,19.6,361,248,69,0
"L_0261",390657,643657,"Toft Hill Windfarm",7,0,19,"Refused/Abandoned","EN00163","06/12/2010","Northumberland","North East","England","15/11/2006",NA,NA,"Large",2006,"E01027382",45.82,12.71,1.14,3.31,12.71,"E06000048",0.59,77.46,11.02,13.7,4.89,4.94,4.74,12.71,1.35,12.71,1.35,46,1.28,6.9,2800,2,67,14,35,14,4,NA,"Lab",34,20.8955223880597,52.2388059701493,20.8955223880597,5.97014925373134,NA,1687,48.2,52,1457,438,30,485,23.3,796,492,62,0
"L_0262",495490,392000,"Hemswell Cliff Wind Farm",10,2.5,25,"Refused/Abandoned","B0293","05/10/2015","Lincolnshire","East Midlands","England","03/08/2012",NA,NA,"Large",2012,"E01026386",12.09,14.72,8.77,1.94,48.01,"E07000142",0.59,14.23,66.29,15.05,9.88,1.1,6.68,21.88,21.88,26.19,3.25,48,1.72,6.8,2507,1,37,21,2,11,3,NA,"Con",19,56.7567567567568,5.40540540540541,29.7297297297297,8.10810810810811,NA,1373,38,40,1099,221,20,433,14.1,522,289,55,0
"L_0263",316974,932057,"Hill Of Lychrobbie",3,0.8,2.4,"Refused/Abandoned","C2297","04/05/2016","Highland","Scotland","Scotland","07/11/2013",NA,NA,"Large",2013,"S01003969",28.29,54.49,20.68,19.96,286.27,"S12000017",0.92,209.53,96.05,20.47,0.96,1.27,20.46,4.05,1.42,1.42,0.09,145,0.93,8.5,8018,12,80,0,8,15,35,22,"NOC",41,0,10,18.75,43.75,27.5,762,50.5,53,697,143,21,464,11.6,376,261,69,0
"L_0264",437851,87354,"Wellow Wind Farm",6,0,12,"Refused/Abandoned","N00054W","05/07/2006","Isle of Wight","South East","England","26/05/2006",NA,NA,"Large",2006,"E01017354",20.63,1.13,2.11,0.99,1.13,"E06000046",0.16,25.63,6.34,3.27,11.21,24.19,9.15,1.82,1.5,1.82,0.82,46,0.72,7.2,2121,11,48,35,2,5,6,NA,"Con",25,72.9166666666667,4.16666666666667,10.4166666666667,12.5,NA,1186,49.9,56,1006,314,31,317,27.4,590,409,69,0
"L_0265",495500,260500,"Airfield Farm (Podington)",9,2,20.7,"Refused/Abandoned","EN00168","02/12/2011","Bedfordshire","Eastern","England","20/10/2005",NA,NA,"Large",2005,"E01017504",15.3,30.71,4.54,4.81,111.54,"E06000055",0.43,18.66,116.98,29.77,3.82,3.69,2.28,6.59,29.32,6.59,0.97,104,2.07,6.6,203,1,54,16,15,13,10,NA,"NOC",28,29.6296296296296,27.7777777777778,24.0740740740741,18.5185185185185,NA,1978,41,43,1528,650,43,591,40.4,833,595,71,0
"L_0266",310500,708500,"Tillyrie",0,0,4.2,"Refused/Abandoned","N00409W","13/12/2005","Tayside","Scotland","Scotland","18/03/2005",NA,NA,"Large",2005,"S01004986",21.63,30.26,4.01,3.42,101.2,"S12000024",0.62,3.6,41.68,5.27,1.16,3.99,10,5.28,5.18,5.27,5.18,303,1.89,8.9,8024,12,41,10,5,9,2,15,"NOC",21,24.390243902439,12.1951219512195,21.9512195121951,4.8780487804878,36.5853658536585,786,42.7,44,611,279,46,429,50.8,295,248,84,0
"L_0267",265400,208320,"Mynydd y Gwair Wind Farm",19,3,57,"Refused/Abandoned","EN00170","06/04/2011","West Glamorgan","Wales","Wales","02/09/2008",NA,NA,"Large",2008,"W01000803",18.72,16.56,4.11,6.14,57.98,"W06000011",1.14,7.94,6.23,9.09,1.54,4.44,3.29,12.99,7.51,13.55,1.9,315,3.08,8.1,7019,13,72,4,30,23,14,1,"NOC",37,5.55555555555556,41.6666666666667,31.9444444444444,19.4444444444444,1.38888888888889,1850,42.7,45,1529,410,27,528,23.5,767,616,80,0
"L_0268",279047,123555,"Three Moors Wind Farm",9,2,22,"Refused/Abandoned","EN00503","06/12/2010","Devon","South West","England","06/11/2007",NA,NA,"Large",2007,"E01020087",31.5,27.11,10.11,1.86,23.24,"E07000043",0.01,27.46,5.77,10.99,3.08,0.24,14.2,37.2,4.65,37.2,4.65,137,0.39,5.9,1104,1,43,22,0,17,4,NA,"Con",22,51.1627906976744,0,39.5348837209302,9.30232558139535,NA,1911,48.8,53,1646,411,25,485,19.8,840,653,78,0
"L_0269",424025,578700,"Aesica Pharmaceuticals Limited",2,0,6,"Refused/Abandoned","EN00173","08/01/2010","Northumberland","North East","England","22/05/2006",NA,NA,"Large",2006,"E01027412",8.41,26.17,0.54,2.38,15.69,"E06000048",0.29,13.31,24.98,34.4,0.41,2.27,0.53,8.28,18.65,8.28,2.66,62,0.54,7.1,2800,2,67,14,35,14,4,NA,"Lab",34,20.8955223880597,52.2388059701493,20.8955223880597,5.97014925373134,NA,1571,35.8,33,1202,120,10,512,4.5,634,156,25,0
"L_0270",317900,956030,"Spittal Hill (Resubmission)",7,3,21,"Refused/Abandoned","B0729","28/05/2015","Highland","Scotland","Scotland","03/12/2013",NA,NA,"Large",2013,"S01003975",18.62,39.24,11.78,1.75,309.1,"S12000017",1.53,233.52,119.99,12.39,0.45,1.9,2.84,3.23,3.26,3.23,1.25,112,1.92,8.7,8018,12,80,0,8,15,35,22,"NOC",41,0,10,18.75,43.75,27.5,829,42.1,45,680,188,28,526,23.2,341,279,82,0
"L_0271",285695,652845,"Bogside",2,1,2.3,"Refused/Abandoned","EN00175","23/04/2009","Strathclyde","Scotland","Scotland","26/07/2005",NA,NA,"Large",2005,"S01005796",35.49,29.32,2.23,2.36,112.27,"S12000029",0.61,8.21,49.42,5,1.71,1.68,2.63,25.46,3.71,19.36,3.69,212,1.44,8,8027,12,67,4,48,2,3,10,"Lab",34,5.97014925373134,71.6417910447761,2.98507462686567,4.47761194029851,14.9253731343284,1132,36.2,36,879,266,30,754,28.1,432,381,88,0
"L_0272",298725,966390,"Dounreay Windfarm",10,0,17.5,"Refused/Abandoned","N00059W","12/09/2011","Highland","Scotland","Scotland","25/04/2002",NA,NA,"Large",2002,"S01003993",39.91,28.54,0.34,11.2,324.47,"S12000017",0.53,243.88,129.96,13.39,0.45,11.66,12.02,4.7,4.69,1.09,1.7,20,0.72,7.5,8018,12,80,0,11,10,51,8,"Ind",41,0,13.75,12.5,63.75,10,694,46.2,49,579,161,28,411,23.8,293,234,80,0
"L_0273",191000,712000,"Inverliever",17,0,47.5,"Refused/Abandoned","N00077W","24/11/2015","Strathclyde","Scotland","Scotland","19/11/2002",NA,NA,"Large",2002,"S01000808",23.32,17.45,17.22,5.94,213.95,"S12000035",1.32,63.09,22.17,18.05,13.74,6.28,17.34,50.74,14.34,18.7,5.28,382,5.54,8.9,8004,12,36,3,0,6,23,4,"Ind",19,8.33333333333333,0,16.6666666666667,63.8888888888889,11.1111111111111,749,45.1,49,638,235,37,477,21.8,322,224,70,0
"L_0274",476365,383705,"Maumhill Wind Farm",7,2,14,"Refused/Abandoned","B0672","03/03/2014","Nottinghamshire","East Midlands","England","23/12/2011",NA,NA,"Large",2011,"E01028035",18.35,35.5,1.9,3.21,68.87,"E07000171",1.03,14.65,45.88,20.13,0.74,6.17,0.82,28.02,18.58,21.05,1.38,45,1.59,6.5,3002,1,48,18,27,0,3,NA,"Lab",25,37.5,56.25,0,6.25,NA,2289,43.2,46,1889,581,31,671,24.4,961,761,79,0
"L_0275",384000,428800,"White Hill",0,0,12,"Refused/Abandoned","N00098W","10/12/2003","Lancashire","North West","England","11/12/2002",NA,NA,"Large",2002,"E01024874",30.94,8.98,0.88,1.65,121.09,"E07000117",0.6,4.28,26.08,36.29,0.82,1.99,2.23,37.36,5.34,5.34,5.34,322,1.91,7.9,2303,1,45,4,27,8,6,NA,"Lab",23,8.88888888888889,60,17.7777777777778,13.3333333333333,NA,1052,43.5,47,888,264,30,332,26.8,436,399,92,0
"L_0276",305500,498900,"Drigg Wind Cluster",5,0,3,"Refused/Abandoned","07128W3","23/06/2009","Cumbria","North West","England","29/07/1996",NA,NA,"Large",1996,"E01019304",30.04,38.14,13.84,0.77,16.1,"E07000029",0.25,50.64,1.04,1.62,1.41,2.49,0.52,18.47,0.43,18.47,0.43,12,0.64,6.9,904,1,49,12,37,0,0,NA,"Lab",25,24.4897959183673,75.5102040816327,0,0,NA,1300,48.3,52,1132,439,39,357,33.3,582,479,82,0
"L_0278",431700,525000,"Moor House Wind Farm",10,2.5,25,"Refused/Abandoned","EN00579","01/03/2011","Durham","North East","England","10/10/2009",NA,NA,"Large",2009,"E01020828",13.27,24.45,4.58,2.79,20.03,"E06000047",1.22,1.15,27.07,7.51,1.49,2.78,0.12,16.94,7.51,16.94,0.18,70,1.73,6.5,1321,11,126,10,67,27,22,NA,"Lab",64,7.93650793650794,53.1746031746032,21.4285714285714,17.4603174603175,NA,1651,47.2,51,1408,556,39,439,35.3,667,583,87,0
"L_0279",445500,421500,"Pontefract Wind Farm",6,2,12,"Refused/Abandoned","EN00518","07/12/2010","West Yorkshire","Yorkshire and Humber","England","03/05/2007",NA,NA,"Large",2007,"E01011837",18,34.35,0.09,0.99,86.02,"E08000036",0.13,2.39,30.84,24.53,2.1,0.05,0.35,26.74,19.25,25.35,3.95,52,0,6.7,5305,5,63,16,40,3,4,NA,"Lab",32,25.3968253968254,63.4920634920635,4.76190476190476,6.34920634920635,NA,1467,39.9,41,1212,218,18,467,13.3,613,371,61,0
"L_0280",290430,681125,"Asda Grangemouth Depot",2,2,4,"Refused/Abandoned","EN00219","26/03/2009","Central","Scotland","Scotland","07/02/2007",NA,NA,"Large",2007,"S01002531",24.96,40.87,0.15,1.29,110.02,"S12000014",0.18,0.87,34.74,12.39,0.1,4.77,0.95,2.44,12.2,2.44,2.06,5,0.42,6.5,8015,12,32,2,14,0,3,13,"NOC",17,6.25,43.75,0,9.375,40.625,811,41.2,41,690,61,9,548,6.8,380,260,68,0
"L_0281",385111,100255,"Blandford Hill Wind Farm",4,3,12,"Refused/Abandoned","B1467","07/04/2015","Dorset","South West","England","27/06/2014",NA,NA,"Large",2014,"E01020432",26.11,1.01,8.37,6.2,13.78,"E07000050",0.9,45.92,28.86,9.64,2.72,0.56,13.2,5.99,5.86,5.86,5.26,108,0.67,6.7,1203,1,33,22,0,7,4,NA,"Con",17,66.6666666666667,0,21.2121212121212,12.1212121212121,NA,1226,45.8,48,1040,308,30,355,30.1,539,346,64,0
"L_0282",289999,648659,"Hill Rig Community Wind Farm (resubmission)",8,3.5,28,"Refused/Abandoned",NA,"27/09/2015","South Lanarkshire","Scotland","Scotland","11/05/2015",NA,NA,"Large",2015,"S01005743",35.01,23.48,1.65,2.76,108.22,"S12000029",0.42,11.47,55.43,2.87,4.37,0.41,2.16,21.56,2.46,19.28,2.46,295,1.16,8,8027,12,67,3,35,1,2,26,"Lab",34,4.47761194029851,52.2388059701493,1.49253731343284,2.98507462686567,38.8059701492537,1191,34.6,36,904,327,36,806,32.1,400,376,94,0
"L_0283",432302,178781,"Baydon Meadows",1,0,1.3,"Refused/Abandoned","N00097W","29/09/2005","Berkshire","South East","England","27/11/2002",NA,NA,"Large",2002,"E01016304",25.41,0,6.77,0.24,85.23,"E06000037",0.02,3.11,48.74,19.29,17.04,12.57,10.34,59.69,0.52,28.02,0.52,132,0,5.8,322,11,54,25,0,28,1,NA,"LD",28,46.2962962962963,0,51.8518518518518,1.85185185185185,NA,1544,41.8,43,1281,385,30,503,27,672,385,57,0
"L_0284",505840,414380,"Elsham Wind Farm",15,0,30,"Refused/Abandoned","EN00266","28/11/2006","Humberside","Yorkshire and Humber","England","12/08/2004",NA,NA,"Large",2004,"E01013309",5.56,14.58,3.47,2.63,33.58,"E06000013",0.53,3.47,69.53,9.34,3.37,1.55,4.1,8.65,9.14,8.65,4.1,55,2.51,6.9,2024,11,43,22,21,0,0,NA,"Con",22,51.1627906976744,48.8372093023256,0,0,NA,1586,43.7,46,1347,304,23,491,18.9,702,495,71,0
