"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Old.Ref.ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","Censusboundaries","Airports","Aonb","Aroads","Broads","Hcoast","Localunitaryauthority","Minroads","Motorways","Nationalparks","Nnr","Powerlines","Primaryroads","Railway","Ramsar","Sacs","Spa","Sssi","Ukelevation","Urbanregions","Windspeed45","Code","Type","Council_size","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_share","Age_Total","Age_Mean","Age_Median","Qual_Total","Qual_Level4","Qual_PercentL4","SocialGradeTotal","SocialGradePercentAB","Tenure_Total","Tenure_Owned","PercentOwner"
"L_0057",284500,374500,"Mynydd Llanelian Wind Farm",0,0,6.5,"Refused/Abandoned","0406AW4","29/03/2005","Clwyd","Wales","Wales","02/02/2001",NA,NA,"Large",2001,"W01000122",51.06,20.69,3.87,0.51,137.7,"W06000003",0.35,44.59,7.61,9.18,0.97,4.02,4.66,24.22,5,4.83,0.58,329,1.81,8.5,7001,13,59,5,19,14,13,8,"NOC",30,8.47457627118644,32.2033898305085,23.728813559322,22.0338983050847,13.5593220338983,2122,44,47,1796,556,31,594,20.7,882,624,71
"L_0058",447598,367841,"Losk Lane",2,2.5,5,"Refused/Abandoned","AA167","07/02/2013","Derbyshire","East Midlands","England","01/10/2010",NA,NA,"Large",2010,"E01019504",33.46,65.74,1.96,1.47,101.61,"E07000033",0.29,2.23,15.16,12.88,0.49,1.83,2.68,56.23,13.07,15.45,2.1,179,0.06,6.7,1002,1,37,0,27,0,10,NA,"Lab",19,0,72.972972972973,0,27.027027027027,NA,1292,45,46,1108,173,16,393,13.2,611,440,72
"L_0059",286389,646411,"Cartland Muir Wind Farm",2,2.5,5,"Refused/Abandoned","AA221","07/12/2011","Strathclyde","Scotland","Scotland","21/06/2011",NA,NA,"Large",2011,"S01005726",39.15,25.81,0.12,2.3,112.02,"S12000029",0.37,7.36,54.5,1.61,0.73,3.13,0.46,25.58,1.62,15.08,1.62,212,0.26,7.4,8027,12,67,8,30,2,3,24,"NOC",34,11.9402985074627,44.7761194029851,2.98507462686567,4.47761194029851,35.8208955223881,1085,40,42,878,269,31,693,30.4,430,330,77
"L_0060",249000,380000,"Prysan Wind Farm",0,0,9.9,"Refused/Abandoned","04087W4","13/04/2005","Gwynedd","Wales","Wales","18/12/1995",NA,NA,"Large",1995,"W01000020",18.72,2.99,2.75,1.08,139.68,"W06000001",0.66,78.14,16.57,0.35,1.73,7.19,4.93,0.78,0.78,4.46,0.2,78,1.62,7,7002,13,40,1,6,0,26,7,"Ind",21,2.5,15,0,65,17.5,1315,46.7,50,1123,389,35,337,23.7,558,446,80
"L_0061",299200,301500,"Mynydd Yr Hendre Wind Farm",0,0,29.1,"Refused/Abandoned","04103W3","10/03/2003","Powys","Wales","Wales","01/02/1999",NA,NA,"Large",1999,"W01000433",48.88,24,11.29,8.31,152.13,"W06000023",0.28,64.96,13.75,14.1,15.84,5.08,5.33,29.89,11.79,13.32,4.31,410,1.79,7.8,7017,13,72,1,7,6,58,0,"Ind",37,1.38888888888889,9.72222222222222,8.33333333333333,80.5555555555556,0,2316,44.8,48,1959,430,22,654,18,1032,755,73
"L_0062",439790,543568,"Junction House",1,2.3,2.3,"Refused/Abandoned","AA356","24/10/2011","Durham","North East","England","09/02/2011",NA,NA,"Large",2011,"E01020756",30.89,29.67,0.29,0.71,4.2,"E06000047",0.17,9.25,33.89,4.3,0.1,1.09,4.22,6.84,4.2,6.84,0.9,125,1.1,7.6,1321,11,126,10,67,27,22,NA,"Lab",64,7.93650793650794,53.1746031746032,21.4285714285714,17.4603174603175,NA,1348,42.1,45,1117,344,31,413,20.8,556,511,92
"L_0063",350669,834804,"Mains Of Collithie",3,0.8,2.4,"Refused/Abandoned","C2884","06/11/2014","Grampian","Scotland","Scotland","05/03/2014",NA,NA,"Large",2014,"S01000441",43.63,40.85,0.99,3.67,183.48,"S12000034",0.33,118.67,19.03,33.13,4.4,4.59,1.63,29.97,9.07,10.61,4.53,248,1.06,7.3,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,900,42.1,45,735,185,25,572,18.9,394,253,64
"L_0064",329985,756577,"Carrach Wind Farm",9,0.8,7.2,"Refused/Abandoned","AA408","19/04/2013","Tayside","Scotland","Scotland","21/06/2011",NA,NA,"Large",2011,"S01000708",28.04,17.21,6.59,1.23,120.15,"S12000041",1.32,38.21,10.29,17.9,3.58,14.58,26.89,1.59,3.51,1.59,1.59,325,2.14,7.4,8003,12,29,5,2,3,6,13,"NOC",15,17.2413793103448,6.89655172413793,10.3448275862069,20.6896551724138,44.8275862068966,565,44.4,47,466,173,37,347,30.8,240,158,66
"L_0065",381900,200500,"Windmill Hill",0,0,1.5,"Refused/Abandoned","05007W5","05/02/2004","Gloucestershire","South West","England","06/10/2000",NA,NA,"Large",2000,"E01022370",22.3,0,2.3,1.61,100.42,"E07000082",0.04,6.59,50.25,8.77,3.93,9.89,4.39,9.9,3.5,9.92,0.27,213,1.41,7.2,1605,1,55,24,18,5,8,NA,"NOC",28,43.6363636363636,32.7272727272727,9.09090909090909,14.5454545454545,NA,1240,44.5,48,1025,435,42,361,39.3,534,389,73
"L_0066",251901,236695,"Bryn Llywelyn",21,2.3,48.3,"Refused/Abandoned","AA213","31/05/2016","Carmarthenshire","Wales","Wales","14/12/2010",NA,NA,"Large",2010,"W01000683",45.28,40.48,4.06,4.29,87.87,"W06000010",1.09,30.02,18.54,15.85,12.79,15.11,15.39,28.96,4.26,19.05,4.26,302,2.52,7,7009,13,74,0,11,1,31,31,"NOC",38,0,14.8648648648649,1.35135135135135,41.8918918918919,41.8918918918919,1059,45.4,49,907,297,33,313,23.3,452,376,83
"L_0067",385451,829484,"Cairnbrogie Wind Farm (Resubmission)",2,2.3,4.6,"Refused/Abandoned","AA482","20/03/2012","Grampian","Scotland","Scotland","07/06/2011",NA,NA,"Large",2011,"S01000425",17.34,60.57,2.59,1.57,172.39,"S12000034",0.28,129.32,45.97,13.18,6.36,11.48,10.89,12.82,15.42,12.83,3.34,102,1.06,8,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,842,43.7,46,699,201,29,531,25.2,369,257,70
"L_0068",394000,645000,"Moorsyde Wind Farm",7,3,16.1,"Refused/Abandoned","06015W5","06/12/2010","Northumberland","North East","England","13/01/2005",NA,NA,"Large",2005,"E01027382",44.29,9.18,2.15,1.39,9.18,"E06000048",0.51,80.15,13.48,10.11,6.16,7.15,5.87,9.22,4.3,9.23,4.3,79,0.56,7.2,2800,2,67,14,35,14,4,NA,"Lab",34,20.8955223880597,52.2388059701493,20.8955223880597,5.97014925373134,NA,1687,48.2,52,1457,438,30,485,23.3,796,492,62
"L_0069",432500,537500,"Old Quarrington (B)",0,0,2,"Refused/Abandoned","N00154W","26/11/2004","Durham","North East","England","14/06/2002",NA,NA,"Large",2002,"E01020695",25.09,22.26,1.02,1.07,12.66,"E06000047",0.39,1.29,34.14,0.96,2.4,1.47,2.5,14.55,4.49,14.55,0.7,117,0.91,7.2,1300,2,61,2,53,4,2,NA,"Lab",31,3.27868852459016,86.8852459016393,6.55737704918033,3.27868852459016,NA,1782,39.4,39,1465,371,25,595,22.9,807,564,70
"L_0070",404300,507500,"High Moor Wind Farm",0,0,14.7,"Refused/Abandoned","06046W3","30/10/2011","Durham","North East","England","26/04/1996",NA,NA,"Large",1996,"E01020863",32.08,2.69,9.67,6.47,52.54,"E06000047",1.47,17.56,2.5,23.33,10.47,6.43,15.89,42.64,6.11,6.11,2.66,461,1.25,8.1,1300,2,72,6,56,6,4,NA,"Lab",37,8.33333333333333,77.7777777777778,8.33333333333333,5.55555555555556,NA,1390,44.7,48,1188,421,35,430,26,589,401,68
"L_0071",403579,837831,"Yonderton Farm (Re-submission)",1,1,1,"Refused/Abandoned","B0608","18/12/2012","Grampian","Scotland","Scotland","20/09/2011",NA,NA,"Large",2011,"S01000445",29.85,80.4,3.72,8.3,180.37,"S12000034",0.4,146.74,65.92,8.46,0.4,1.87,28.28,6.82,6.41,5.82,2.02,63,1.03,7.8,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,1201,41.2,43,1002,278,28,823,20.3,516,414,80
"L_0072",328600,484000,"Lowick Beacon Windfarm",0,0,1.2,"Refused/Abandoned","07006W3","30/10/2011","Cumbria","North West","England","19/06/1995",NA,NA,"Large",1995,"E01019351",16.88,16.4,1.77,1.27,42.94,"E07000031",0.31,24.64,1.41,4.13,2.97,1.38,5.56,3.23,1.86,3.23,1.55,198,1.19,6.8,906,1,52,11,6,21,14,NA,"NOC",27,21.1538461538462,11.5384615384615,40.3846153846154,26.9230769230769,NA,1753,45.7,49,1510,624,41,528,35.2,760,594,78
"L_0073",360800,494000,"Firbank Wind Farm",0,0,9.7,"Refused/Abandoned","07032W4","30/10/2011","Cumbria","North West","England","25/09/1998",NA,NA,"Large",1998,"E01019394",48.94,16.97,1.53,1.58,67.19,"E07000031",0.55,0.77,2.02,15.7,4.07,1.55,2.17,15.7,3.61,15.7,3.61,311,1.35,6.8,906,1,52,13,10,20,9,NA,"NOC",27,25,19.2307692307692,38.4615384615385,17.3076923076923,NA,2313,43.8,48,1908,717,38,677,31.9,926,760,82
"L_0074",357100,503800,"Whinash Wind Farm",27,2.5,67.5,"Refused/Abandoned","07035W4","20/12/2009","Cumbria","North West","England","29/09/2003",NA,NA,"Large",2003,"E01019325",51.26,20.51,3.93,4.69,61.46,"E07000030",1.06,3.95,1.82,9.4,1.99,1.77,3.73,21,1.45,21,1.45,456,1.08,9,905,1,38,5,0,5,28,NA,"Ind",20,13.1578947368421,0,13.1578947368421,73.6842105263158,NA,1364,43.4,47,1129,329,29,427,19.7,589,448,76
"L_0075",389000,422800,"Reaps Moss Wind Farm",9,1,9,"Refused/Abandoned","07037W5","08/10/2013","Lancashire","North West","England","01/06/1999",NA,NA,"Large",1999,"E01025381",23.83,16.24,1.24,5.21,124.78,"E07000125",0.91,10.18,18.27,38.46,0.74,3.51,3.69,40.79,4.55,4.55,2.65,410,0.95,8.5,2311,1,36,15,21,0,0,NA,"Lab",19,41.6666666666667,58.3333333333333,0,0,NA,1473,36.6,36,1115,182,16,490,12,618,368,60
"L_0076",374100,416800,"The Stables (Edgeworth)",0,0,2.6,"Refused/Abandoned","N00169W","07/11/2007","Lancashire","North West","England","18/07/2003",NA,NA,"Large",2003,"E01032486",33.53,18.5,1.92,0.99,123.1,"E06000008",0.1,5.67,28.15,29.15,0.58,3.6,1.27,29.59,15.55,19.63,4.35,200,0,6.2,2321,11,62,16,36,9,1,NA,"Lab",32,25.8064516129032,58.0645161290323,14.5161290322581,1.61290322580645,NA,1414,44.4,47,1183,524,44,403,44.9,606,543,90
"L_0077",308500,961500,"Hill of Lieurary",3,0,8,"Refused/Abandoned","N00172W","09/05/2006","Highland","Scotland","Scotland","10/07/2003",NA,NA,"Large",2003,"S01003995",29.08,35.89,7.26,0.71,316.91,"S12000017",0.83,238.8,124.89,7.66,0.78,5.34,4.1,1.04,3.02,1.03,1.03,92,1.72,8.3,8018,12,80,0,8,9,57,6,"Ind",41,0,10,11.25,71.25,7.5,1312,40.1,42,1068,279,26,870,21,563,434,77
"L_0078",438458,256173,"Starbold Wind Farm",5,3,15,"Refused/Abandoned","A0180a","16/09/2014","Warwickshire","West Midlands","England","04/04/2012",NA,NA,"Large",2012,"E01031199",18.88,6.89,5.67,0.42,157.76,"E07000221",0.75,1.77,94.66,34.29,2.92,3.49,2.28,39.81,34.21,39.81,1.88,102,1.17,6.3,3704,1,53,33,0,16,4,NA,"Con",27,62.2641509433962,0,30.188679245283,7.54716981132075,NA,1476,43.3,46,1225,346,28,407,32.7,598,404,68
"L_0079",389500,428500,"Warcock Hill 1MW Project",0,0,1,"Refused/Abandoned","07071W4","02/09/2004","Lancashire","North West","England","24/01/2000",NA,NA,"Large",2000,"E01024870",26.09,11.54,3.29,4.04,120.07,"E07000117",0.34,7.85,22.57,35.61,0.94,1.29,1.38,37.05,0.29,0.29,0.29,357,1.48,7.8,2303,1,48,3,24,9,12,NA,"NOC",25,6.25,50,18.75,25,NA,1146,45.2,49,978,337,34,362,26.8,516,435,84
"L_0080",325700,482200,"Gunson Height Wind Farm",0,0,7.8,"Refused/Abandoned","07086W3","30/10/2011","Cumbria","North West","England","05/01/1996",NA,NA,"Large",1996,"E01019345",13.64,18.58,5.13,2.07,42.02,"E07000031",1.31,27.14,2.73,3.73,2.4,2.29,2.82,2.68,2.68,2.68,0,308,1.78,9.7,906,1,52,10,6,24,12,NA,"NOC",27,19.2307692307692,11.5384615384615,46.1538461538462,23.0769230769231,NA,1174,47.7,52,1010,359,36,331,29.6,530,433,82
"L_0081",309500,702500,"Balado Windfarm",0,0,5.6,"Refused/Abandoned","N00180W","09/09/2004","Tayside","Scotland","Scotland","30/08/2002",NA,NA,"Large",2002,"S01004974",27.7,36.06,1.49,0.47,99.19,"S12000024",0.92,1.49,43.3,2.73,3.1,0.12,10.69,2.73,11.25,2.73,2.73,127,1.69,7,8024,12,41,11,6,7,2,15,"NOC",21,26.8292682926829,14.6341463414634,17.0731707317073,4.8780487804878,36.5853658536585,1188,40.2,44,925,448,48,764,42,458,391,85
"L_0082",487500,397500,"Laughton Wind Farm",8,2,16,"Refused/Abandoned","N00181W","04/01/2010","Lincolnshire","East Midlands","England","03/11/2003",NA,NA,"Large",2003,"E01026403",19.74,21.94,10.04,1.68,53.87,"E07000142",0.93,8.47,58.57,15.93,0.48,1.23,2.6,13.6,13.6,16.51,0.97,22,1.74,6.5,2507,1,37,17,1,13,6,NA,"NOC",19,45.945945945946,2.7027027027027,35.1351351351351,16.2162162162162,NA,1361,44.4,48,1126,336,30,403,26.3,558,449,80
"L_0083",376500,127500,"Symphony Farm",0,0,3.9,"Refused/Abandoned","N00184W","08/10/2013","Somerset","South West","England","01/10/2003",NA,NA,"Large",2003,"E01029221",21.68,2.84,5.24,0.98,41.33,"E07000189",0.09,45.23,40.49,16.28,4.64,2.37,2.91,30.04,12.97,22.18,5.78,130,0.58,7,3305,1,60,17,0,36,7,NA,"LD",31,28.3333333333333,0,60,11.6666666666667,NA,2442,44.2,48,1995,743,37,669,30,1017,776,76
"L_0084",387630,137910,"Summerslade Down Wind Cluster",0,0,2.2,"Refused/Abandoned","09053W5","30/10/2011","Wiltshire","South West","England","14/10/1998",NA,NA,"Large",1998,"E01032081",30.08,0,6.85,1.37,47.77,"E06000054",1.35,41.05,34.61,12.34,11.43,1.29,6.18,33.51,3.47,7.74,2.15,235,1.23,6.9,3900,2,47,23,4,19,1,NA,"NOC",24,48.936170212766,8.51063829787234,40.4255319148936,2.12765957446809,NA,1226,46.8,50,1051,341,32,356,28.4,540,300,56
"L_0085",193000,199500,"Corston Windfarm",0,0,7.9,"Refused/Abandoned","10004W4","14/04/2005","Dyfed","Wales","Wales","05/10/1995",NA,NA,"Large",1995,"W01000574",19.86,46.84,5.01,0.43,55.13,"W06000009",0.66,64.32,0.83,4.95,2.01,6.01,5.31,48.1,2.19,2.71,2.19,63,1.48,7.3,7016,13,60,0,13,3,41,3,"Ind",31,0,21.6666666666667,5,68.3333333333333,5,1877,43.5,46,1577,440,28,528,20.3,791,562,71
"L_0086",281375,205945,"Hirfynydd",9,2,18,"Refused/Abandoned","EN00400","05/10/2015","West Glamorgan","Wales","Wales","17/01/2008",NA,NA,"Large",2008,"W01000918",28.4,24.66,1.2,2.86,55.01,"W06000012",1.32,13.15,5.62,9.49,3.29,3.28,0.97,14.75,7.84,25.19,2.78,359,1.86,7.9,7014,13,64,0,37,4,12,11,"Lab",33,0,57.8125,6.25,18.75,17.1875,1910,42,44,1597,342,21,582,13.2,842,600,71
"L_0087",291400,194500,"Ogmore & Garw",0,0,12,"Refused/Abandoned","10010W5","08/10/2013","Mid Glamorgan","Wales","Wales","28/09/2001",NA,NA,"Large",2001,"W01000978",31.13,28.78,0.71,4.62,45.15,"W06000013",1.48,11.61,12.35,15.27,7.7,11.45,3.32,19.39,8.08,33.62,1.1,549,1.52,8.8,7004,13,54,1,40,6,5,2,"Lab",28,1.85185185185185,74.0740740740741,11.1111111111111,9.25925925925926,3.7037037037037,1789,39.5,39,1443,168,12,561,6.4,774,551,71
"L_0088",305300,236100,"Llethercynnon Farm Wind Farm",0,0,7.1,"Refused/Abandoned","10011W4","29/03/2005","Powys","Wales","Wales","18/04/2000",NA,NA,"Large",2000,"W01000440",65.76,43.06,8.85,2.34,87.81,"W06000023",0.08,51.54,5.37,14.2,2.6,4.91,15.69,44.56,2.17,25.77,2.17,331,1.91,7.3,7017,13,73,1,6,6,60,0,"Ind",37,1.36986301369863,8.21917808219178,8.21917808219178,82.1917808219178,0,1350,43.9,47,1121,387,35,366,24.9,546,439,80
"L_0089",292300,194500,"Werfa",19,2.5,47.5,"Refused/Abandoned","10011W5","31/08/2010","Mid Glamorgan","Wales","Wales","28/09/2001",NA,NA,"Large",2001,"W01001024",30.7,29.65,0.45,3.83,45.15,"W06000013",1.44,11.65,12.01,15.07,8.05,11.12,3.7,20.29,7.92,34.23,0.73,500,1.29,7.9,7004,13,54,1,40,6,5,2,"Lab",28,1.85185185185185,74.0740740740741,11.1111111111111,9.25925925925926,3.7037037037037,1144,39.8,41,939,115,12,371,7,507,361,71
"L_0090",389706,422678,"Gorpley Wind Farm - resubmission",4,2.3,9.2,"Refused/Abandoned","C2613","29/10/2015","West Yorkshire","Yorkshire and Humber","England","05/02/2014",NA,NA,"Large",2014,"E01010985",23.13,16.64,1.18,5.91,124.44,"E08000033",1.45,9.97,17.71,38.02,1.37,3.48,3.34,40.93,3.85,3.85,3.17,379,1.26,8.5,5302,5,51,19,25,6,1,NA,"NOC",26,37.2549019607843,49.0196078431373,11.7647058823529,1.96078431372549,NA,1416,39.9,42,1163,361,31,507,24.3,630,377,60
"L_0091",191300,200500,"Rhoscrowther Wind Cluster",0,0,2.2,"Refused/Abandoned","10050W5","29/10/2001","Dyfed","Wales","Wales","30/11/1999",NA,NA,"Large",1999,"W01000574",19.22,48.74,5.6,0.32,56.69,"W06000009",0.67,65.95,0.27,6.91,2.42,5.25,4.7,49.81,1.18,1.22,1.18,58,1.51,7.2,7016,13,60,3,13,2,3,39,"Ind",31,5,21.6666666666667,3.33333333333333,5,65,1877,43.5,46,1577,440,28,528,20.3,791,562,71
"L_0092",192300,232800,"Jordanston Wind Farm",0,0,9.8,"Refused/Abandoned","10095W3","04/07/2001","Dyfed","Wales","Wales","30/09/1997",NA,NA,"Large",1997,"W01000617",14.15,62.25,1.27,2.21,87.14,"W06000009",0.11,70.08,3.35,1.31,17.53,2.14,0.6,59.04,1.07,12.67,1.07,98,0.57,6.6,7016,13,60,0,11,3,42,4,"Ind",31,0,18.3333333333333,5,70,6.66666666666667,1487,42.1,45,1191,344,29,428,16.4,615,455,74
"L_0093",200700,232500,"Trenewydd Wind Farm",0,0,6.3,"Refused/Abandoned","10099W3","14/04/2005","Dyfed","Wales","Wales","01/02/1999",NA,NA,"Large",1999,"W01000562",14.16,55.88,6.92,0.97,85.22,"W06000009",0.45,62.21,1.03,9,15.33,5.16,1.24,52.11,1.48,18.96,1.48,325,2.14,8.3,7016,13,60,3,13,2,3,39,"Ind",31,5,21.6666666666667,3.33333333333333,5,65,1696,46.4,50,1449,411,28,451,14.2,736,579,79
"L_0094",466000,362000,"Stonish Hill",7,0,14,"Refused/Abandoned","EN00243","30/07/2007","Nottinghamshire","East Midlands","England","01/12/2005",NA,NA,"Large",2005,"E01028329",20.58,54.82,4.19,3.49,88.33,"E07000175",0.06,19.56,33.99,6.27,1.55,2.11,0.92,51.9,6.27,34.3,2.29,64,0.92,6.8,3006,1,46,23,11,4,8,NA,"NOC",24,50,23.9130434782609,8.69565217391304,17.3913043478261,NA,1688,43.1,46,1352,529,39,451,40.8,626,524,84
"L_0095",200700,232500,"Cilciffeth 'A' Wind Farm",0,0,7.8,"Refused/Abandoned","10149W3","14/04/2005","Dyfed","Wales","Wales","01/02/1999",NA,NA,"Large",1999,"W01000562",14.16,55.88,6.92,0.97,85.22,"W06000009",0.45,62.21,1.03,9,15.33,5.16,1.24,52.11,1.48,18.96,1.48,325,2.14,8.3,7016,13,60,3,13,2,3,39,"Ind",31,5,21.6666666666667,3.33333333333333,5,65,1696,46.4,50,1449,411,28,451,14.2,736,579,79
"L_0096",350540,645212,"Muircleugh Farm Resubmission 2",7,3,21,"Refused/Abandoned","C2577","06/01/2016","Borders","Scotland","Scotland","03/10/2014",NA,NA,"Large",2014,"S01005472",46.2,9.96,8.34,1.12,48.86,"S12000026",1.59,41.34,36.63,15.76,0.45,3.5,4.95,14.15,1.53,14.14,2.7,299,3.11,7.6,8005,12,34,9,0,6,10,9,"NOC",18,26.4705882352941,0,17.6470588235294,29.4117647058824,26.4705882352941,1451,37.3,40,1090,430,39,943,32.9,557,401,72
"L_0097",201000,232500,"Cilciffeth 'B' Wind Farm",0,0,7.8,"Refused/Abandoned","10157W3","14/04/2005","Dyfed","Wales","Wales","01/02/1999",NA,NA,"Large",1999,"W01000562",14.26,55.68,7.21,0.89,85.17,"W06000009",0.74,61.94,0.94,8.87,15.32,5.24,1.54,51.88,1.41,19.22,1.41,331,1.92,8.2,7016,13,60,3,13,2,3,39,"Ind",31,5,21.6666666666667,3.33333333333333,5,65,1696,46.4,50,1449,411,28,451,14.2,736,579,79
"L_0098",211000,87500,"Worthy Vale Manor",0,0,10.1,"Refused/Abandoned","11001W4","16/02/2005","Cornwall","South West","England","08/11/1993",NA,NA,"Large",1993,"E01018969",33.04,0.5,18.09,0.43,0.5,"E06000052",0,81.98,36.56,21.78,0.66,2.49,19.19,82.93,0.52,36.68,0.52,259,2.74,7.8,800,2,79,6,8,41,24,NA,"LD",40,7.59493670886076,10.126582278481,51.8987341772152,30.379746835443,NA,2250,48.3,52,1942,531,27,615,21.3,1011,795,79
"L_0099",307500,210500,"Merthyr Common",0,0,24.3,"Refused/Abandoned","N00231W","08/10/2013","Mid Glamorgan","Wales","Wales","12/08/2004",NA,NA,"Large",2004,"W01001296",43.21,38.62,3.13,3.13,63.06,"W06000024",1.14,28.57,0.64,10.97,1.3,2.16,1.06,35.39,9.6,35.39,1.36,490,1.43,8,7012,13,33,0,17,0,16,0,"Lab",17,0,51.5151515151515,0,48.4848484848485,0,1677,40.4,42,1407,287,20,490,14.5,651,515,79
"L_0100",215700,90500,"Otterham Down Wind Farm",5,0,7.4,"Refused/Abandoned","11008W4","16/02/2005","Cornwall","South West","England","20/05/2002",NA,NA,"Large",2002,"E01018968",38.52,0.09,15.58,1.31,1.85,"E06000052",0.15,77.33,32.75,21.92,0.28,0,15.33,78.22,3.41,35.11,0.8,245,0.85,8,800,2,79,9,9,36,25,NA,"NOC",40,11.3924050632911,11.3924050632911,45.5696202531646,31.6455696202532,NA,2515,46.4,50,2121,506,24,671,17.4,1002,810,81
"L_0101",558062,323565,"Ongar Hill Wind Farm",9,2,22,"Refused/Abandoned","B0076","04/11/2015","Norfolk","Eastern","England","07/03/2012",NA,NA,"Large",2012,"E01026711",20.74,1.96,4.66,5.71,23.27,"E07000146",0.89,52.88,66.15,1.49,2.29,4.44,5.69,1.5,1.49,1.49,1.49,3,0.79,6.4,2604,1,62,42,13,3,4,NA,"Con",32,67.741935483871,20.9677419354839,4.83870967741935,6.45161290322581,NA,1522,38.7,40,1194,150,13,452,10.2,602,370,61
"L_0102",266200,137700,"The Old Racecourse",0,0,2.2,"Refused/Abandoned","11030W5","14/03/2003","Devon","South West","England","01/08/2000",NA,NA,"Large",2000,"E01020088",17.14,8.1,0.18,3.99,8.1,"E07000043",0.29,45.49,2.93,17.89,10.18,8.11,8.45,52.34,5.35,52.34,3.57,319,0.83,7.6,1104,1,44,5,0,26,13,NA,"LD",23,11.3636363636364,0,59.0909090909091,29.5454545454545,NA,2117,43.7,46,1712,499,29,563,24,819,608,74
"L_0103",252600,143600,"Hore Down Windfarm",0,0,2.2,"Refused/Abandoned","11049W5","14/03/2003","Devon","South West","England","01/08/2000",NA,NA,"Large",2000,"E01020108",9.89,1.11,0.52,1.17,1.11,"E07000043",0.47,47.45,6.15,30.94,12.24,12.23,11.53,49.09,8.06,45.66,4.49,231,1.31,8.5,1104,1,44,5,0,26,13,NA,"LD",23,11.3636363636364,0,59.0909090909091,29.5454545454545,NA,2308,44.2,47,1918,522,27,638,21,964,720,75
"L_0104",361570,617476,"Dunion Hill Wind Farm",8,2.3,18.4,"Refused/Abandoned","N00244W","30/07/2010","Borders","Scotland","Scotland","24/01/2006",NA,NA,"Large",2006,"S01005364",58.43,13.58,3.18,1.42,51.25,"S12000026",1.43,55.09,13.5,13.31,12.4,3.43,19.04,22.72,1.62,22.72,3.71,290,1.23,8.1,8005,12,34,11,0,8,13,2,"NOC",18,32.3529411764706,0,23.5294117647059,38.2352941176471,5.88235294117647,911,46.6,50,791,234,30,593,21.1,399,282,71
"L_0105",534500,424000,"Eastfield Farm Wind Farm",0,0,11.4,"Refused/Abandoned","12041W4","05/08/2005","Humberside","Yorkshire and Humber","England","08/09/1998",NA,NA,"Large",1998,"E01013079",28.96,23.04,0.69,2.64,8.32,"E06000011",0.86,32.16,70.23,11.42,3.52,15.23,14.77,4.56,4.83,4.56,3.62,9,0.84,7,2021,11,67,19,22,20,6,NA,"NOC",34,28.3582089552239,32.8358208955224,29.8507462686567,8.95522388059701,NA,1516,47.7,51,1321,264,20,427,15.9,686,573,84
"L_0106",393500,416500,"Great Hill Wind Farm",0,0,10.1,"Refused/Abandoned","12042W4","08/12/2004","Greater Manchester","North West","England","02/06/1999",NA,NA,"Large",1999,"E01005522",17.77,23.87,0.29,0.51,127.1,"E08000005",0.12,2.72,10.6,30.78,1.38,0.17,0.35,37.09,0.42,1.85,0.42,151,0,4.6,4805,5,60,6,35,19,0,NA,"Lab",31,10,58.3333333333333,31.6666666666667,0,NA,1344,39.9,39,1110,217,20,497,13.1,658,400,61
"L_0107",389200,422200,"Hogshead Wind Farm",0,0,7.1,"Refused/Abandoned","12043W4","08/10/2013","Lancashire","North West","England","01/06/1999",NA,NA,"Large",1999,"E01025359",23.42,16.87,0.78,5.42,125.13,"E07000125",0.76,9.87,17.69,37.84,0.75,4.03,3.87,40.3,4.38,4.38,2.5,436,0.57,8.5,2311,1,36,15,21,0,0,NA,"Lab",19,41.6666666666667,58.3333333333333,0,0,NA,1634,42.8,45,1381,354,26,524,18.9,708,575,81
"L_0108",418500,404500,"Hepworth Clay Pipeworks Wind Farm",3,0,3.4,"Refused/Abandoned","12057W3","30/10/2011","South Yorkshire","Yorkshire and Humber","England","01/07/1994",NA,NA,"Large",1994,"E01007426",11.94,41.37,0.14,0.76,117.82,"E08000016",0.99,12.48,1.76,18.29,1.71,3.14,4.93,47.81,3.31,3.31,3.31,315,0,7,5001,5,66,2,62,0,2,NA,"Lab",34,3.03030303030303,93.9393939393939,0,3.03030303030303,NA,1558,43.8,46,1304,373,29,481,28.7,692,516,75
